index,name,description,brand,sku_id,price,in_stock,currency,color,breadcrumbs,avg_rating,total_reviews,overview,specifications
s91mx2xrms6bct7itgc8btvh,Prestige Monte Carlo Collection Double Post Toilet Paper Holder in Unlacquered Brass,"This attractive double post toilet tissue holder from the Prestige Monte Carlo Collection fits with any bathroom decor ranging from modern to traditional, and all styles in between. The posts are made from high quality brass and finished in a decorative designer finish. This beautiful toilet tissue holder is extremely attractive, very rugged, and highly functional. The holder comes with the toilet tissue bar and two matching posts, plus the hardware necessary to install the tissue holder in the bathroom. Whether your bath decor features traditional Old World styling or a cleaner, more contemporary design, the Prestige Monte Carlo Collection has bath accessories to meet your design and decorating needs. All of the Allied Brass brand of products come with a limited lifetime warranty.",Allied Brass,,101.25,TRUE,USD,Brass,"Bath, Bathroom Accessories, Bathroom Hardware, Toilet Paper Holders",,,"Made of the finest solid brass materials, Concealed screw mounting hardware installs easily, Available in a variety of designer finishes, Products are provided with a limited lifetime warranty, Space saving and versatile design, Designer finish will provide corrosion free performance","[{'Style': 'Art Deco,Bohemian,Classic,Mediterranean,Transitional'}, {'Included': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Toilet Paper Holder'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Toilet Paper Max Capacity': '1'}, {'Color Family': 'Brass'}, {'Mount Post Shape': 'Round'}, {'Features': 'Concealed Mounting Hardware'}, {'Color/Finish': 'Unlacquered Brass'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Polished Brass'}, {'Product Length (in.)': '8'}, {'Product Height (in.)': '3.2 in'}, {'Product Depth (in.)': '5 in'}, {'Product Width (in.)': '8 in'}]"
mf6rxhvh0rkr3w4v12x9x7gp,Tango Collection European Style Single Post Toilet Paper Holder in Antique Pewter,"The traditional motif from this elegant collection has timeless appeal. European Style Toilet Tissue Holder is constructed of solid brass and completed with a lifetime decorative finish. Euro style hook makes changing the roll quick and easy. Whether your bath decor features traditional Old World styling or a cleaner, more contemporary design, the Tango Collection has bath accessories to meet your design and decorating needs. The entire Allied Brass brand of products comes with a limited lifetime warranty.",Allied Brass,,74.25,TRUE,USD,Brass,"Bath, Bathroom Accessories, Bathroom Hardware, Toilet Paper Holders",,,"Euro style hook makes changing roll easy, Concealed screw mounting hardware installs easily, Made of the finest solid brass materials, Wall mounted design is an ideal use of space, Products are provided with a limited lifetime warranty, Designer finish will provide corrosion free performance","[{'Style': 'Industrial,Minimalist,Modern,Transitional'}, {'Included': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Toilet Paper Holder'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Toilet Paper Max Capacity': '1'}, {'Color Family': 'Brass'}, {'Mount Post Shape': 'Round'}, {'Features': 'Concealed Mounting Hardware'}, {'Color/Finish': 'Antique Pewter'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Brushed Brass'}, {'Product Length (in.)': '8'}, {'Product Height (in.)': '5 in'}, {'Product Depth (in.)': '5 in'}, {'Product Width (in.)': '8'}]"
qh1fha84szuf2xk0jiqbg656,Washington Square Collection Double Post Toilet Paper Holder with Glass Shelf in Polished Nickel,"Our toilet paper holder will elegantly bring organization and efficiency to your bathroom! With a unique glass shelf designed above the roll holder, created with only the best solid brass hardware, the finest high quality materials, and available in a wide variety of designer finishes, you can be sure to not be disappointed. Whether your bath decor features traditional Old World styling or a cleaner, more contemporary design, the Washing Square Collection has bath accessories to meet your design and decorating needs. The entire Allied Brass brand of products comes with a limited lifetime warranty.",Allied Brass,,162,TRUE,USD,Nickel,"Bath, Bathroom Accessories, Bathroom Hardware, Toilet Paper Holders",,,"Crafted of the finest solid brass materials, Concealed screw mounting hardware installs easily, Available in a variety of lifetime designer finishes, Wall mounted design is an ideal use of space, Products are provided with a limited lifetime warranty, Creative space saving design","[{'Style': 'Art Deco,Bohemian,Classic,Mediterranean,Transitional'}, {'Included': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Toilet Paper Holder'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Toilet Paper Max Capacity': '1'}, {'Color Family': 'Nickel'}, {'Mount Post Shape': 'Round'}, {'Features': 'Concealed Mounting Hardware'}, {'Color/Finish': 'Polished Nickel'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Polished Nickel'}, {'Product Length (in.)': '9.3'}, {'Product Height (in.)': '4.5 in'}, {'Product Depth (in.)': '6 in'}, {'Product Width (in.)': '9.3'}]"
hu7suqyw7bae0raz9246le2d,Pacific Grove Collection European Style Toilet Tissue Holder with Twisted Accents in Polished Brass,"No, you didn't stumble into something from MOMA: it's just a new look for toilet tissue holders. This Modern Art-influenced Toilet Paper holder keeps rolls in place and makes changes quick and easy. Finely crafted of solid brass with accents of clear acrylic and a lifetime designer finish is the perfect blend of style and performance.",Allied Brass,1005661164,119.35,TRUE,USD,Brass,"Bath, Bathroom Accessories, Bathroom Hardware, Toilet Paper Holders",,,"Crafted from the finest solid brass materials, Acrylic components subtly accentuate this elegant design, Concealed screw mounting hardware installs easily, Wall mounted design is an ideal use of space, Easy installation instructions provided, Provided with a limited lifetime warranty","[{'Included': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Toilet Paper Holder'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Toilet Paper Max Capacity': '1'}, {'Color Family': 'Brass'}, {'Mount Post Shape': 'Round'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Polished Brass'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Polished Brass'}, {'Product Length (in.)': '7.7'}, {'Product Height (in.)': '3.98 in'}, {'Product Depth (in.)': '5.6 in'}]"
nizc29y0o53ycgnxphmhatc5,Tribecca Collection 30 in. Double Towel Bar in Unlacquered Brass,Add a stylish touch to your bathroom decor with this finely crafted double towel bar. This elegant bathroom accessory is created from the finest solid brass materials. High quality lifetime designer finishes are hand polished to perfection.,Allied Brass,,169.41,TRUE,USD,Brass,"Bath, Bathroom Accessories, Bathroom Hardware, Towel Bars",,,"Made of the Finest Solid Brass Materials, Concealed screw mounting hardware, Available in a variety of designer finishes, Designer Finish will provide corrosion free performance, Easy installation instructions provided, Limited lifetime warranty","[{'Style': 'Classic'}, {'Towel Holder Type': 'Body Towel Holder'}, {'Included': 'Mounting Hardware'}, {'Number of Towel Holders': 'Double'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Towel Bar'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Weight Capacity (lb.)': '20 lb'}, {'Color Family': 'Brass'}, {'Mount Post Shape': 'Round'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Unlacquered Brass'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Unlacquered Brass'}, {'Product Length (in.)': '30.00'}, {'Bar Length (in.)': '28.00'}, {'Product Height (in.)': '5 in'}, {'Product Depth (in.)': '32.5 in'}]"
q9u3gzhakz0swhj1o8a7z62k,Astor Place Collection 36 in. Double Towel Bar in Satin Brass,Add a stylish touch to your bathroom decor with this finely crafted double towel bar. This elegant bathroom accessory is created from the finest solid brass materials. High quality lifetime designer finishes are hand polished to perfection.,Allied Brass,,269.5,TRUE,USD,Brass,"Bath, Bathroom Accessories, Bathroom Hardware, Towel Bars",,,"Made of the finest solid brass materials, Concealed screw mounting hardware, Available in a variety of designer finishes, Wall mounted design is an ideal use of space, Space saving and versatile design, Products are provided with a limited lifetime warranty","[{'Style': 'Mid-Century'}, {'Towel Holder Type': 'Body Towel Holder'}, {'Included': 'Mounting Hardware'}, {'Number of Towel Holders': 'Double'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Towel Bar'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Weight Capacity (lb.)': '20'}, {'Color Family': 'Brass'}, {'Mount Post Shape': 'Round'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Satin Brass'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Satin Brass'}, {'Product Length (in.)': '36'}, {'Bar Length (in.)': '34'}, {'Product Height (in.)': '5 in'}, {'Product Depth (in.)': '38.5 in'}]"
qzcn359z12ybzuqqhdbo0dcr,Pacific Beach Collection 24 Inch Shower Door Towel Bar in Matte White,"This beautiful shower door towel bar adds elegance and convenience to any bathroom dcor. The towel bar features a towel bar for one side of the glass while decorative plates are provided for installation on the opposite side of the glass shower door or wall. Securely attaching to any glass surface, the towel bar complements your bathroom dcor ranging from modern to traditional and all styles in between. Bold use of clear acrylic creates an almost hypnotic look against the solid brass construction. Provided with your choice of any of our lifetime designer finishes, this stylish towel holder is extremely attractive yet highly functional.",Allied Brass,1004771035,,FALSE,USD,White,"Bath, Bathroom Accessories, Bathroom Hardware, Towel Bars",,,"Crafted of the finest solid brass materials, Acrylic components subtly accentuate this elegant design, Easy installation instructions provided, Sturdy towel bar provided with all hardware required for shower door installation, Available in a variety of lifetime designer finishes, Limited lifetime warranty","[{'Style': 'Modern'}, {'Included': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Over-the-door'}, {'Bath Accessory Type': 'Single Towel Bar'}, {'Weight Capacity (lb.)': '15'}, {'Color Family': 'White'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Matte White'}, {'Product Length (in.)': '24'}, {'Bar Length (in.)': '22'}]"
qeprsy4jofld65cgwichm5gw,Pacific Beach Collection 24 Inch Shower Door Towel Bar in Antique Bronze,"This beautiful shower door towel bar adds elegance and convenience to any bathroom dcor. The towel bar features a towel bar for one side of the glass while decorative plates are provided for installation on the opposite side of the glass shower door or wall. Securely attaching to any glass surface, the towel bar complements your bathroom dcor ranging from modern to traditional and all styles in between. Bold use of clear acrylic creates an almost hypnotic look against the solid brass construction. Provided with your choice of any of our lifetime designer finishes, this stylish towel holder is extremely attractive yet highly functional.",Allied Brass,1004771033,,FALSE,USD,Bronze,"Bath, Bathroom Accessories, Bathroom Hardware, Towel Bars",,,"Crafted of the finest solid brass materials, Acrylic components subtly accentuate this elegant design, Easy installation instructions provided, Sturdy towel bar provided with all hardware required for shower door installation, Available in a variety of lifetime designer finishes, Limited lifetime warranty","[{'Style': 'Modern'}, {'Included': 'Mounting Hardware'}, {'Material': 'Brass'}, {'Mount Type': 'Over-the-door'}, {'Bath Accessory Type': 'Single Towel Bar'}, {'Weight Capacity (lb.)': '15'}, {'Color Family': 'Bronze'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Antique Bronze'}, {'Product Length (in.)': '24'}, {'Bar Length (in.)': '22'}]"
x2lut9fq1mlhhaqp7a3oiz1v,Skyline Collection 30 in. Towel Bar in Antique Bronze,Add a stylish touch to your bathroom with this finely crafted towel bar. This elegant bathroom accessory is created from the finest solid brass materials. High quality lifetime designer finishes are hand polished to perfection.,Allied Brass,,146.3,TRUE,USD,Bronze,"Bath, Bathroom Accessories, Bathroom Hardware, Towel Bars",4,1,"Made of the finest solid brass materials, Concealed screw mounting hardware, Available in a variety of designer finishes, Limited lifetime warranty, Easy installation instructions provided, Designer finish will provide corrosion free performance","[{'Style': 'Farmhouse,Industrial,Mission,Rustic'}, {'Towel Holder Type': 'Hand Towel Holder'}, {'Included': 'Mounting Hardware'}, {'Number of Towel Holders': 'Single'}, {'Material': 'Brass'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Towel Bar'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Weight Capacity (lb.)': '20 lb'}, {'Color Family': 'Bronze'}, {'Mount Post Shape': 'Round'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Antique Bronze'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Antique Bronze'}, {'Product Length (in.)': '30.00'}, {'Bar Length (in.)': '28.00'}, {'Product Height (in.)': '3 in'}, {'Product Depth (in.)': '32.5 in'}]"
zmisv6zf9v4ew2mv93lcmdwz,Antica 24 in. Towel Bar in Polished Chrome,"MODONA's 24 Towel Bar will help you transform your bathroom into the bathroom of your dreams. Towel Bar is made of high quality Stainless Steel, Not Zinc or Aluminum; Stainless Steel Thickness : .8mm (double normal). Please see diagram on left side of this page for Exact Towel Bar dimensions : 24 in. Center Base to Center Base and 26 End to End. Includes heavy duty hardware, including stainless steel screws, high-quality wall anchors, detailed installation instructions, and Installation template. Base and finish match all other units in this series; please search Antica Series to see all the other matching items, including: Double Robe Hook, Toilet Paper Holder, Towel Ring, 24 Double Towel Bar, and 20 Frosted glass shelf. This series is available in polished chrome, satin nickel, and rubbed bronze. All of MODONA products are covered by our Comprehensive 5 Year Warrantee.",MODONA,,28.99,TRUE,USD,Chrome,"Bath, Bathroom Accessories, Bathroom Hardware, Towel Bars",4,1,"24 towel bar, Size: towel bar is 24 center base to center base and 26 end to end, Quality: towel bar is made of stainless steel (.8mm : double normal thickness), not zinc or aluminum; this will resist dents and bending much better than zinc or aluminum, Beautiful: antique, classic design. available in polished chrome, satin nickel, and rubbed bronze; base and finish match all other items in Antica series, Beautiful: antique, classic design; beautiful polished chrome finish; also available in satin nickel, rubbed bronze, and antique brass finishes. base and finish match all other items in Antica series, Trust: all MODONA products are covered by our comprehensive 5-year warrantee, contact us about any issue whatsoever and we will fix it immediately","[{'Towel Holder Type': 'Body Towel Holder'}, {'Included': 'Mounting Hardware'}, {'Number of Towel Holders': 'Single'}, {'Material': 'Stainless Steel'}, {'Mount Type': 'Wall Mounted'}, {'Bath Accessory Type': 'Towel Bar'}, {'Returnable': '90-Day'}, {'Pack Size': '1'}, {'Weight Capacity (lb.)': '10 lb'}, {'Color Family': 'Chrome'}, {'Mount Post Shape': 'Round'}, {'Features': 'No Additional Features'}, {'Color/Finish': 'Polished Chrome'}, {'Installation Type': 'Screw-In'}, {'Finish Family': 'Polished Chrome'}, {'Product Length (in.)': '26.5 in'}, {'Bar Length (in.)': '24'}, {'Product Height (in.)': '2.5 in'}, {'Product Depth (in.)': '3 in'}]"
